titulo;cuerpo;fecha
Concurso de ensayo sobre acoso callejero: Cámara de Diputados premiará con un millón al ganador;La cámara de Diputados y Diputadas premiará con un monto de $1.ooo.ooo para el o la estudiante que gane concurso de ensayos. Para esta versión, que es la novena, el tema es Reflexiones sobre el acoso sexual callejero: ¿Cómo avanzarías hacia un espacio público seguro e igualitario? El concurso va dirigido para alumnos que cursan tercero o cuarto medio, en un colegio regular o técnico profesional, reconocido por el Estado. En esta edición, aparte del primer lugar, el segundo y tercero también recibirán un aporte, que será de $750.000 y $500.000 respectivamente. Además, los trabajos premiados se publicarán en la Revista Hemiciclo, que edita la academia parlamentaria. Según consignó CNN, la iniciativa viene a recoger las opiniones, sentimientos, críticas y aportes que tengan los jóvenes sobre esta temática. La fecha de plazo donde se podrá enviar el ensayo se extendió hasta el 11 de agosto. Los estudiantes tendrán que reflexionar sobre: ¿Cómo crees que afecta el acoso sexual callejero a las mujeres, hombres y personas LGTBIQ+?, ¿Te sientes protegido contra el acoso sexual callejero? y ¿Cómo podríamos avanzar hacia la erradicación del acoso sexual callejero en nuestra sociedad? La Cámara señaló: “El concurso pretende que las y los jóvenes expresen de manera libre y personal sus opiniones e ideas sin ceñirse a una estructura rígida en su elaboración”. Además, que sean originales. Para participar debes revisar del concurso en el sitio web de la Cámara de Diputados y Diputadas y acceder en el Concurso de Ensayos 2023. Además, debes llenar un formulario que tiene que ser enviado en conjunto con el ensayo. Los trabajos deben ser enviados al email: ensayos@congreso.cl.;2023-07-10
Metro restablece el servicio en Línea 4 y todas sus estaciones están disponibles;A las 16:40 horas de este martes, Metro de Santiago informó que el servicio en Línea 4 se restableció, por lo que todas sus estaciones están disponibles. Asimismo, indicaron que en este momento están trabajando para normalizar la frecuencia de trenes. «Considera que esto puede tardar unos minutos», señalaron. La Línea 4 tuvo cerrada por casi una hora cinco estaciones «por procedimiento de Carabineros y Bomberos en Quilín». Estas fueron: Los Presidentes, Quilín, Las Torres, Macul y Vicuña Mackenna L4. Una publicación compartida de Agricultura (@radioagricultura) 16:40 hrs. Se restablece servicio en #L4 con todas sus estaciones disponibles. Trabajamos para normalizar la circulación de trenes. Considera que esto puede tardar algunos minutos. https://t.co/G9ZIuopyDF;2023-06-20
Atropellados y apuñalados: pelea de alumnos derivó en riña entre apoderados en Puente Alto;"Una pelea de escolares que comenzó al interior de un colegio terminó con una violenta riña entre los respectivos apoderados en la comuna de Puente Alto. Los antecedentes proporcionados por Carabineros establecen que los padres de los alumnos involucrados se encontraron a la salida del establecimiento, luego de ser citados por el conflicto que hubo previamente entre los menores de edad. ""Al interior de este colegio hubo una riña entre dos alumnos. Ante esta situación, llegaron los apoderados de los dos menores, quienes al encontrarse en la puerta de este establecimiento, comenzó una riña entre ellos (...) y esto conllevó a una mujer lesionara con arma blanca al otro apoderado"", detalló el coronel Robinson Villarroel. Minutos más tarde, ""el hijo de esta mujer utilizó su vehículo para atropellar tanto a su madre como al apoderado de segundo alumno involucrado en esta niña al interior del colegio"", según detalló el funcionario policial. El coronel especificó que el hombre habría atropellado a su madre ""por error"", mientras intentaba impactar al apoderado del segundo menor de edad que participó en la pelea inicial. En total fueron siete las personas detenidas por este hecho, entre ellas, cinco adultos y dos menores de edad. Asimismo, dos de los involucrados resultó con heridas por arma blanca. La hipótesis inicial apunta a que la violencia fue escalando debido que ambas familias pertenecerían a dos bandas rivales dedicadas al narcotráfico a lo que se suma una posible relación amorosa entre los escolares.";2024-09-05
Choque en Pudahuel: taxista iba en contra del tránsito;"Durante la noche de este martes ocurrió un grave accidente, provocado por un conductor de taxi que iba en contra del tránsito en la comuna de Pudahuel. Según antecedentes preliminares, el choque se registró en San Pablo con avenida Teniente Cruz, donde un taxista ocasionó el violento hecho. En detalles, el conductor del taxi, se dirigía en contra de los otros vehículos, lo que provocó que colisionara con un bus, luego se pasó a llevar a una moto, para concluir con una suma de autos y micros involucrados. ""Al parecer la colisión fue entre varios autos, dentro está involucrada la micro, el taxista y un colega de nosotros"", señaló el secretario del sindicato de Taxistas Pudahuel, Patricio Luque. Por la proyección del accidente, un ciclista quedó debajo de la micro, pero por fortuna no registró lesiones. Sin embargo, una persona está en riesgo vital que correspondería al conductor de la moto. A eso se le suma tres personas heridas. ""Producto de este accidente de tránsito, una motocicleta por proyección impacta a un bus interurbano que se mantenía en el lugar, los dos conductores de esta motocicleta de nacionalidad venezolana terminan en el hospital Félix Bulnes con fracturas, el primero en su clavícula y el segundo en cadera"", teniente de Carabineros, Emilio Huerta. Respecto al taxista que provocó el grave accidente, en primera instancia se dio a la fuga, pero lo alcanzaron otros taxistas que lo habrían linchado. Por ahora, se sigue con las indagatorias para lograr entender las dinámicas del suceso.";2024-10-16
Exseremi del Trabajo acusado de tráfico de drogas asegura que solo “pretendía hacer aceite” con marihuana incautada;"Este jueves inició el juicio contra el exseremi del Trabajo, Javier Ruiz, en el Tribunal Oral en lo Penal de Punta Arenas, por la acusación de tráfico ilícito de drogas. Durante un operativo policial realizado en enero de 2022, Carabineros allanó la vivienda de Ruiz e incautó 21 plantas de marihuana en su domicilio, también se hallaron dos carpas con un sistema de cultivo indoor; la primera contenía seis plantas de cannabis sativa y la otra 12, además de un contenedor con marihuana. “El 13 de enero de 2022, a eso de las 18:55 horas, personal de la Sección OS7 de Carabineros de Punta Arenas, en virtud de una orden de investigar emanada de la Fiscalía Local, encontrándose en las cercanías del domicilio ubicado en calle Aurelio Villanueva, observan que sale del lugar el imputado”, sostiene la acusación según consignó El Pinguino. El documento agrega que “en ese instante, personal de Carabineros se acerca dándole a conocer de la existencia de una orden de investigar en su contra, quien autoriza de manera voluntaria el ingreso a su domicilio. El personal policial se percata que en el inmueble había un sistema acondicionado para el cultivo indoor, hallando 21 plantas de género cannabis sativa en proceso de cultivo y crecimiento. Asimismo, en el baño, se encontraron colgados con nylon, trozos de ramas de marihuana elaborada en proceso de secado”. En la instancia, la exautoridad aseguró que con la marihuana encontrada solo “pretendía hacer aceite”, pero “no alcancé a hacerlo porque fue incautado todo“. “Tengo una relación con la cannabis desde la juventud, de consumo, y recientemente, los últimos años, de información, para saber de qué se trata, cuáles son sus propiedades, cómo se puede cultivar, me he informado bastante sobre eso y me significó armar un sistema más o menos eficiente para tener plantas adecuadas, para tener flores que me pudieran servir. Fui adquiriendo de a poco los artículos y con base en la información disponible armé un sistema”, agregó. Durante su defensa, el imputado también descartó haber comercializado la droga; sin embargo, el fiscal Manuel Soto presentó audios y fotos, extraídas desde su teléfono, de alucinógenos y LSD que apuntaban lo contrario. Asimismo, el persecutor demostró pruebas que hacían referencias un joven, quien sería presuntamente el encargado de distribuir comercialmente los estupefacientes.";2023-07-20
Cámara aprueba que aspirantes a oficiales de las policías porten armas durante sus prácticas;La Cámara de Diputadas y Diputados aprobó el proyecto que modifica la Ley 17.798, sobre control de armas, para autorizar el porte de armas a los aspirantes a oficiales de las policías, mientras realicen sus prácticas. Según se lee en el texto despachado por la Comisión de Defensa, la idea es que las escuelas formativas puedan disponer con libertad el envío de estos aspirantes a labores policiales. Si bien hoy en día existe una autorización para los aspirantes que realicen etapas formativas de práctica en terreno, se ha producido una descoordinación con las escuelas institucionales. Así, por ejemplo, en el caso de Carabineros, se han acortado las actividades de aula y adelantado las de terreno. En tal plano, el proyecto se propone subsanar esta situación, regulando el porte de armas para estos estudiantes policiales. En específico, la iniciativa define que no requerirán de permiso de porte de armas los aspirantes a oficiales de la Policía de Investigaciones que cursen tercer año en su respectiva escuela, durante la realización de las respectivas prácticas policiales. Tampoco lo necesitarán los aspirantes a oficiales de Carabineros que estén cursando tercer y cuarto año en la Escuela de Carabineros de Chile. Misma facultad se extenderán a los alumnos que estén cursando segundo año en la Escuela de Formación de Carabineros y sus grupos de formación a nivel nacional. Esto, durante la realización de los periodos de práctica que determinen las respectivas mallas curriculares. Sin perjuicio de lo anterior, se exigirá haber aprobado todos los cursos de tiro policial correspondientes a los semestres anteriores al que se encuentren cursando. Estas prácticas profesionales tendrán, únicamente, la finalidad de contribuir a las labores «de prevención y mantención del orden público». El proyecto ahora pasó al Senado, a su segundo trámite legislativo. Seguiremos informando. Continúa leyendo: Con tu donación aportas a la sostenibilidad económica y existencia de este medio. Elige cómo quieres aportar a la existencia y financiamiento colectivo de este medio!;2024-03-11
Veinte casas afectadas por el desborde de un estero en Graneros;"Pese a que ya habían cesado las lluvias, un cauce generó estragos en el sector de La Cabaña. El alcalde Claudio Segovia afirmó que ""esto evidentemente demuestra que hay una mala mantención"" de los canales. Más de 20 casas se inundaron este domingo en la comuna de Graneros, Región de O'Higgins, tras el desborde del estero La Cadena, pese a que las lluvias ya habían cesado, lo que motivó una alerta de evacuación de los vecinos del sector La Cabaña. De acuerdo a la información proporcionada por Senapred, en Graneros hay 126 personas damnificadas; una vivienda destruida, 41 con daño mayor y 94 con daño menor, por ingreso de aguas lluvias. El alcalde Claudio Segovia exigió a la Asociación de Canalistas ""tener más precaución en el uso de las aguas, en la mantención de los canales, de los esteros, de las acequias, porque esto evidentemente demuestra que hay una mala mantención. Hubo agua, dejó de llover hace 15 horas, estamos a pleno sol y estamos completamente inundados aquí en La Cabaña. Una situación muy caótica, donde familias han perdido todo; están sobre un metro de agua las viviendas"". ""Aquí hay pérdida total de enseres, de bienes, de los elementos básicos; hemos salvado a las mascotas y a las personas, ese ha sido nuestro enfoque"", reiteró el jefe comunal. Una publicación compartida de Cuenta oficial de la Ilustre Municipalidad de Graneros (@munigraneros) El jefe de la Segunda Comisaría de Graneros, mayor Claudio Rebolledo, advirtió a los vecinos que ""esta no es solamente agua de canal, sino que también es agua servida, a raíz de que acá no hay alcantarillados en esta zona, por lo tanto, están todos los pozos y es agua contaminada"". En tanto, el policía aseguró que los vecinos ""también tienen que tener la tranquilidad que en Carabineros de Chile se va a implementar un servicio especial de vigilancia en esa zona, porque la principal preocupación, y es evidente, el tema de quién va a cuidar sus bienes mientras ellos no estén. Entonces, nosotros como Carabineros ya está implementado un sistema de vigilancia especial para ellos"". En la Región de O'Higgins hay un total de 771 personas damnificadas y 267 aislados; además de 2.108 viviendas con daño menor, 257 con daño mayor y dos destruidas. @Carab_Ohiggins 2° Com. #Graneros y 7° Com. COP, junto a bomberos y personal municipal, sigue desplegado en sector la Cabaña, evacuando y ayudando a las familias, producto de alerta SAE de @Senapred, por el desborde de canales de regadío#OrdenyPatria pic.twitter.com/e8A0dMg5fq LEER ARTICULO COMPLETO";2024-06-24
“Habría que ver...”: Pedro Astorga revela si ingresará al reality “¿Ganar o servir?” para encontrarse con su primo Pangal;"Pedro Astorga, conocido ganar los realities Pareja Perfecta (Canal 13, 2012) y Amor a Prueba (Mega, 2015), habló recientemente sobre su posible participación en el reality ¿Ganar o Servir? Su primo, Pangal Andrade, es uno de los participantes, lo que ha generado especulaciones sobre la posible aparición de este deportista extremo en el encierro en Perú. Durante una entrevista en el programa de YouTube Copuxando, conducido por el influencer de viajes Benjamín Vergara, conocido como “Baveck”, Pedro Astorga expresó sus sentimientos encontrados respecto a entrar en el nuevo reality. “Para este de recién (el reality actual) mis mayores ganas de haber entrado era eso, competir, habría estado muy entretenido, haber estado apoyándonos dentro; hubiera estado divertido”, admitió desde el Cajón del Maipo. Revisa también El deportista extremo también reflexionó sobre su temperamento y su crecimiento personal. “Soy un poquito malgenio, pero es algo que no me gusta mucho de mí, entonces lo he ido trabajando y trato de no serlo”, compartió. Y luego expuso que a sus 35 años afirma estar satisfecho con su vida actual: “Por eso hoy en día estoy dónde quiero estar, me junto con quién me quiero juntar y hago las cosas que quiero hacer; no hago nada obligado”. Cuando Vergara le preguntó directamente si ingresaría al nuevo reality, la respuesta de Pedro Astorga fue ambigua. “No creo, no creo”, respondió inicialmente, para luego aclarar: “Uno nunca sabe, pero no creo”. Sin embargo, no descartó completamente la idea, considerando una participación limitada: “Habría que ver... una semanita igual entraría, a unas competencias, a ver qué tan fuertes están dentro de esa casa”. Finalmente, y a pesar de su historial de éxito en los realities, Pedro Astorga dejó claro que su felicidad actual reside fuera de estos entornos: “Estaría divertido, pero igual estoy feliz acá afuera, y cuando estaba dentro de los realities no era muy feliz; me pesaba harto”.";2024-06-03
El cuestionado desaire de Borghi a Matías Fernández: descartó asistir a su despedida;Claudio Borghi sumó un nuevo capítulo a su ya bullada relación de amor-odio con el hincha de Colo Colo, luego que señalara que no asistirá a la despedida de Matías Fernández, uno de los últimos ídolos de los albos, a pesar de ser invitado por el 14 de los blancos. En el programa TST de TNT Sports, donde Borghi es panelista, el ex DT de la Selección Chilena confesó que Fernández lo invitó a su partido de despedida, que se desarrollará a estadio lleno en el Monumental el próximo 14 de octubre. “Me invitó al partido de despedida, pero no creo que vaya. Esto es lo llamativo porque hay gente que siente o cree que yo soy muy cercano a los jugadores, pero no es así”, indicó Borghi. Claudio Borghi reconoció que ni siquiera quiso responder el mensaje que le envió Matías Fernández para ser parte de su último partido como jugador profesional. “Ahora que me invitó a su despedida, ni siquiera hablé con él. Me envió un mensaje y me escribió, ‘profe, lo quiero invitar, gracias’. No tengo mucha relación con él”, agregó el ahora comentarista. Estas palabras terminaron por poner fin a la relación de Borghi con el hincha albo, el cual constantemente cuestiona las palabras del comentarista en contra de Colo Colo y en especial de Maximiliano Falcón. Con los años la distancia suele hacer que las relaciones personales se puedan desgastar. Pero lo del Bichi Borghi lo encuentro ultimo de ordinario. No solamente dijo que NO va a estar en la despedida de Matías. El Mati le mandó un mensaje pidiendole que vaya y ni le respondió… Cuando a Borghi no lo quisieron saludar, mandó a leer al plantel sobre sus logros en CC. Bueno, la mitad de sus logros como DT en el club los consiguió gracias a Matías Ariel, si no quiso realizar un mínimo gesto al 14 y no vas a ir, por último te quedabas callado.. https://t.co/9eW3BSq7e3 Lo poco de cariño que me quedaba por el Bichi Borghi terminó por desaparecer después de hacerle la desconocida al Mati AL MATI FERNÁNDEZ PO WEON 🤬 Si esto es cierto yo olvido por completo a Borghi. El poco cariño que queda del 2006, lo echa a la basura si ignora a Mat14s, a MAT14s!!!! https://t.co/AgzcgB6ZlW Borghi ql después anda llorando que nadie lo saluda del equipo… Weon, le hizo la desconocida a Mat14s, un Weon que nadie en su sano juicio puede odiar… Lo invita a su despedida gentilmente y el gordo reql le dice que no va a ir, último de rasca Parece que el separar a la persona y al personaje también se aplica con Borghi. Después el mismísimo anda llorando cuando dice que le pegan desconocidas o los jugadores se enojan porque les dice que lean historia o le recuerdan problemas de camarín. https://t.co/6eJqGhvXuP;2023-08-23
Diputadas de la Comisión de Mujer critican polémico despido de Isabel Amor del SernamEG y piden su reincorporación;La reciente desvinculación de Isabel Amor como directora del Servicio Nacional de la Mujer y la Equidad de Género (SernamEG) ha desatado una ola de críticas por parte de diputadas de la Comisión de Mujer, quienes cuestionan la justificación de su despido y piden su reincorporación. Isabel Amor, reconocida por su trabajo en la defensa de los derechos humanos y la equidad de género, había sido seleccionada para el cargo a través del sistema de Alta Dirección Pública, un proceso que garantiza la selección basada en competencias y méritos. Sin embargo, su abrupta desvinculación ha levantado sospechas sobre las verdaderas razones detrás de la decisión, especialmente en un Gobierno que se define como feminista. Lee también: Isabel Amor arremete contra Orellana y directora de Sernameg por polémico despido: “Están siendo bien matonas en su manejo” La diputada Carla Morales (RN) expresó su preocupación y calificó el despido como injusto y políticamente motivado. “Lamento que un Gobierno que se denomina feminista esté involucrado en una desvinculación que a todas luces fue arbitraria y por razones políticas, como sucedió con Isabel Amor. Espero que ella pueda ser reincorporada, porque llegó a ese cargo no por ser amiga de nadie, sino por sus capacidades y altas competencias”, manifestó. La parlamentaria añadió que, si el Gobierno no puede justificar adecuadamente la “pérdida de confianza”, lo correcto sería permitir su retorno al puesto. Por su parte, la diputada Karen Medina (IND) también criticó la medida, destacando la importancia de mantener la independencia de los nombramientos realizados a través de la Alta Dirección Pública para evitar que se conviertan en “pitutos políticos”. “Es tan lamentable que hoy día Isabel Amor, habiendo sido escogida como la mejor para ocupar ese cargo, sea la ministra de la Mujer quien la remueva atribuyendo falta de confianza cuando ni siquiera ha tenido la oportunidad de desempeñar su cargo”, señaló, sumándose a las voces que exigen su reincorporación. Ante la controversia, Amor ha defendido su gestión y ha señalado que está considerando tomar acciones legales en respuesta a lo que considera un despido injusto.;2024-08-16
Creador de manga «Supercampeones» pondrá fin a la serie para conquistar en la vida real el fútbol profesional japonés;El autor del manga “Captain Tsubasa“, conocidamente como “Supercampeones” u “Oliver y Benji” en el mundo hispano, inspiración de tantos futbolistas, quiere dejar los lápices para dedicarse a su equipo de fútbol real. La primera vez que se publicó fue en 1981 en la revista semanal japonesa Shonen Jump, siendo una adaptación en dibujos animados súper exitosa, en la cual inspiró videojuegos y hasta estatuas que se encuentran en el barrio de Tokio del que es oriundo su autor, Yoichi Takahashi. Algunos de los niños que admiraban a su personaje principal, el joven prodigio del fútbol Oliver Atom, se convirtieron en leyendas del deporte como Lionel Messi o Zinedine Zidane. Sin embargo, el mangaka se prepara para poner fin a la serie para dedicarse a otro proyecto: intentar llevar a su equipo de fútbol hasta la J. League, el campeonato profesional nipón. “Puedo hacer algo nuevo con eso“, explicó a la AFP en su estudio en Tokio. El próximo arco del manga será el último que dibuje, aunque sus personajes seguirán viviendo en otros medios. Takahashi no se muestra muy disgustado por dejar atrás la presión de tener que entregar nuevas viñetas cada semana. “No quiere decir que vaya a dejar completamente el trabajo creativo. Me gustaría empezar algo nuevo mientras todavía tenga energía“, aseguró. Él mismo se aficionó con el fútbol viendo en la televisión el Mundial de 1978, organizado y ganado por Argentina. De esta manera, el objetivo de Takahashi al crear Supercampeones era popularizar este deporte en Japón, donde la J. League no se creó hasta 1993, pero no se imaginaba que vendería más de 80 millones de ejemplares de su manga. Ahora sueña con que el Nankatsu SC, club que preside desde 2013 y del cual es dueño desde el 2019, ascienda la pirámide japonesa del fútbol desde su lugar actual en quinta división. “En Europa es natural apoyar a su club local, pero esta cultura no existía en Japón. Yo no tenía club local, así que quise crear uno yo mismo“, explica el autor. El nombre del club es un homenaje a aquel en el jugaron los protagonistas del manga Oliver Atom y Benji Price (Tsubasa Ozora y Genzo Wakabayashi en la versión original del anime). En la cumbre del fútbol nipón reinan las tres divisiones de la J. League, el campeonato profesional nacional que ahora tiene 60 equipos y dará comienzo este mes a su trigésima temporada. El Nankatsu SC fichó a jugadores de prestigio para ayudar en su ascenso, como a los antiguos internacionales japoneses Junichi Inamoto y Yasuyuki Konno. El mes pasado, el barrio tokiota donde entrena el club anunció que comprarían un terreno para construir un nuevo estadio que podría llamarse “Captain Tsubasa Stadium“, reveló el autor. También prevén incluir un museo dedicado a sus personajes para atraer a turistas de todo el mundo. Ser propietario de un club es “en ocasiones divertido, pero a menudo difícil“, reconoce Takahashi. Asimismo, agregó que “con un manga, puedes encerrarte y dibujar como quieras, pero cuando eres propietario tienes que reunirte con mucha gente y establecer estrategias“.;2023-02-06
Categórico análisis de Mañalich: “El gobierno no terminará con las isapres”;"El exministro de Salud y flamante nuevo militante del colectivo Amarillos por Chile, Jaime Mañalich, se refirió a la crisis de las isapres, asegurando que estas no desaparecerán y que el gobierno no impulsará el término del sistema privado. En conversación con La Segunda, el exlíder del Minsal comenzó planteando que la compleja situación de las aseguradoras puede generar una migración de pacientes de las isapres a Fonasa, por lo que el sistema público deberá desembolsar más recursos para dar cobertura. En ese sentido, aseguró que el cierre de algunas isapres podría tener como efecto que las personas “más caras” para el sistema privado pasen a ser cubiertas por Fonasa, lo que podría generar un beneficio para los entes privados. “Hoy Chile gasta un 9% del PIB en salud, un 5% de eso lo aporta el Estado; un 4% es privado: copagos, gastos de los bolsillos, seguros, etc. Entonces, todo eso es paradójico porque le sacas a las isapres las personas más caras, y se las trasladas al Estado para que las subsidie”, afirmó Mañalich. Consultado por su visión de la intención del Gobierno ante la crisis, el exministro aseguró que el Ejecutivo “no tomará ninguna iniciativa legislativa para terminar con las isapres. Hoy no hay plan para eso”. Asimismo, sostuvo que “la crisis se traducirá en una o dos isapres que quiebren, porque no serán capaces o no están dispuestas a aumentar su capital, y serán intervenidas y disueltas”. Bajo ese argumento, Mañalich señaló que el Ministerio de Salud tiene conciencia de que no es posible avanzar en un único sistema controlado por el Estado que garantice el servicio de salud y que esto “es algo que no podría hacer, por el derecho a la libre elección de las personas”. “El Gobierno no terminará con las isapres eso es categórico”, afirmó el exsecretario de Estado. Por último, respecto a su mirada de una posible salida de la crisis, Mañalich aseguró que ve “poco probable” que se envíe una ley corta para resolver la situación, pero que la Superintendencia de Salud vía administrativa puede soslayar el impacto del fallo de la Corte Suprema. “La Superintendencia de Salud podría hacer varias cosas, como determinar una segunda tabla de factores que se ajuste mejor a la realidad de costos de la industria y que las isapres devuelvan como excedentes para el cotizante las cifras cobradas en exceso desde el 1 de abril de 2020, con cargo a beneficios futuros de salud”, sentenció el exlíder del ministerio de Salud.";2023-02-08
